Kategori_Cyberbullying,Text_Preprocessed,Text_Tweet
Politik / SARA / Labeling,dasar binatang zionis lenyap bumi,"Dasar Binatang...
Kalian para zionis akan segera lenyap dari bumi ini"
Politik / SARA / Labeling,mesti tabrak aja,mestinya ditabrak sekalian aja
Politik / SARA / Labeling,hiu harap makan,"Itu para hiu ada di bawah sambil berharap, dapat makanan."
Politik / SARA / Labeling,bajingaaaan perintah keparat,"Bajingaaaan...
Pemerintah keparat"
Politik / SARA / Labeling,kolam cebong,Kolam cebong?
Politik / SARA / Labeling,cebong termul panik takut hukum modyar bareng mulyono ijazah palsu fufufafa asam sulfat mampuz lu bong,"cebong termul panik, ketakutan ikut dihukum modyar bareng mulyono ijazah palsu & fufufafa asam sulfat.
mampuz lu bong..!!! "
Politik / SARA / Labeling,cebong anjing kenob asu,"@tyonugrh_
 cebong anjing
Kenob asu"
Politik / SARA / Labeling,mantan cebong jokowi,Mantan Cebong Jokowi.
Politik / SARA / Labeling,maksud wabah cebong sarap buzzerp otak ma junjung si jae,"Bukan, maksudnya wabah cebong sarap dan buzzeRp tak berotak, 11-12 ma junjunganmu, si jae"
Politik / SARA / Labeling,gara lo goblok cebong jd presiden ijasah palsu,"Gara2 lo goblok mau jadi cebong, jd ada presiden ijasah palsu"
Politik / SARA / Labeling,banget bahas cebong kadal,2019 banget bahasannya cebong sama kadal
Politik / SARA / Labeling,awokwokwokwok cebong laknat,AWOKWOKWOKWOK Cebong laknat
Politik / SARA / Labeling,kau ngerti polarisasi bangsat cerdas gus dur dukung tpi lengser juta saudara nu sumbang nyawa tpi yg gus dur tpi semenjak jokowi dki kenal cebong kampret termul,"Kau ngerti polarisasi g bangsat? 
Kurang cerdas apa Gus Dur? Kurang banyak apa pendukungnya? Tpi ketika dia lengser, jutaan saudara2 NU menyumbangkan nyawanya. Tpi apa yg d buat Gus Dur? 
Tpi semenjak jokowi masuk DKI kita mengenal cebong dan kampret, dan sekarang Termul."
Politik / SARA / Labeling,awokwokwok biarin mamah qataq ajadeh turn cebonger peri ak maw baju mahal pel netease,"Awokwokwok biarin mamah Qataq ajadeh yang turn para cebonger jadi peri kecil, ak maw baju mahal itu pelis netease "
Politik / SARA / Labeling,dh pensiun mash ja citra cair teh thr cebonger,"Dh pensiun mash ja pencitraan,. Cair teh THR cebonger"
Politik / SARA / Labeling,omdocuma cebonger yg percaya,"Omdo,..cuma cebonger yg percaya"
Politik / SARA / Labeling,ormas tsb benci jokower cebongerdan bubar kuasa ijazah ndobol janji palsu,Ormas tsb paling dibenci jokower dan cebonger.dan dibubarkan oleh penguasa berijazah ndobol dan janji palsu.
Politik / SARA / Labeling,dsini yg dulunya cebonger,Apakah dsini ada yg dulunya cebonger?
Politik / SARA / Labeling,seinget gw koarkoar gak makan infrastruktur tipe kayak dokter tifa deh pundit politik usia an atas narasi gak cebong cebonger termul benerbener nyerang personal,"Seinget gw yang sering koar-koar ""gak makan infrastruktur"" itu tipe orang kayak dokter tifa deh. Pundit politik yang usianya 40an keatas. Dan narasinya pun gak jauh dari cebong, cebonger dan kalau sekarang termul yang bener-bener nyerang personal."
Politik / SARA / Labeling,cebonger beda dgn termul,Cebonger beda dgn termul
Politik / SARA / Labeling,plus kaum cebonger the termuls,Plus kaum cebonger dan The Termuls harusnya...
Politik / SARA / Labeling,cebonger gak nongol yadah pikun jnji bos gitu,"Cebonger kok gak nongol ya,dah pikun sama jnji bosnya gitu?"
Politik / SARA / Labeling,pake kacamata diijazahdulu waktu mulyono berkuasapernah gue obat sembuh minusnyasaya mlh maki habis habis cebongerdibilang informasilahkudet lahsuruh ngaji lg yg benerlahada yg bilang binatang,"Nah soal dia pake kacamata diijazah,dulu waktu mulyono masih berkuasa,pernah gue tanya obat untuk menyembuhkan mata minusnya,saya mlh dimaki habis habisan sama para cebonger,dibilang kurang informasilah,kudet lah,suruh ngaji lg yg benerlah,ada yg bilang binatanglah.."
Politik / SARA / Labeling,cebonger insyaf,Cebonger insyaf kalian kapan?
Politik / SARA / Labeling,aja cebonger alias termul yg nyinyir anies baswedanemang susah ngadepin cebong makan tinja mulyonope nye gk ketulungan otak,Masih ada aja cebonger alias termul yg nyinyir sama p Anies Baswedan...emang susah ngadepin cebong pemakan tinja mulyono...pe@' nye gk ketulungan ...padahal otaknya kecil...
Politik / SARA / Labeling,ciri papar virus cebonger termul hilang sadar tdk beda tembok pematang sawah,"Ciri"" orang terpapar virus cebonger dan termul hilangnya kesadaran, sehingga tdk bisa lagi membedakan mana tembok mana pematang sawah "
Politik / SARA / Labeling,th segitu akurasa indonesian cebonger,Th segitu akurasa 60% indonesian adalah cebonger
Politik / SARA / Labeling,jujur gw dl jg cebonger taon stlh jkw naek br gw nyadar kl tyt nol besarrr citra doank aakhhh gw nyesel bngtt stlh liat dampak stlh taon tambah mslh ijazah manusia,"Jujur gw dl jg cebonger, 2 taon stlh jkw naek br gw nyadar kl tyt nol besarrr,, pencitraan doank. Aakhhh gw nyesel bngtt!!! Apalagi stlh liat dampak stlh 10taon ini, ditambah lagi mslh ijazah kok ada manusia begitu?"
Politik / SARA / Labeling,pilkada dki jujur paham si jokowi pilkada dki anti pati jokowi antek antek kompromtasi cebongercebi,"Sejak pilkada DKI 2012, jujur saya sudah paham siapa si jokowi itu, karena nya saat Pilkada DKI 2012 itu saya sudah anti pati sama jokowi dan antek anteknya, dan saya selalu kompromtasi sama cebonger/cebi"
Politik / SARA / Labeling,yg posting cebonger,Yg posting pasti cebonger
Politik / SARA / Labeling,rata tengah sawah si parah bohong sana serap bangun kmp mbg proyek cuci uang jokowi parah bohong,"RATA² DITENGAH SAWAH
BAGI MEREKA SI PARAH BOHONG
PENTING SANANYA TERSERAP DAN ADA BANGUNAN
KMP & MBG ITU PROYEK PENCUCIAN UANG JOKOWI DAN PARAH BOHONG"
Politik / SARA / Labeling,bohong bpknya,Dia selalu berbohong seperti bpknya
Politik / SARA / Labeling,si parah bohong,SI PARAH BOHONG
Politik / SARA / Labeling,karna uang,Semua karna uang
Politik / SARA / Labeling,kepala isi taik,Kepalanya isinya taik
Politik / SARA / Labeling,syukur,Syukurlah
Politik / SARA / Labeling,iran percaya amerika cs,Iran sudah tidak pernah percaya sama Amerika cs
Politik / SARA / Labeling,amerika hancur,saatnya Amerika hancur
Politik / SARA / Labeling,mah akal akal si oarah bohong dana cair yg dana ladang bancak an,"ITU MAH AKAL AKALAN SI OARAH BOHONG SAJA
SUPAYA DANA DICAIRKAN
YG ADA DANA TERSEBUT JADI LADANG BANCAK AN"
Politik / SARA / Labeling,mbg sarang korupsi,MBG sarang korupsi
Politik / SARA / Labeling,skrg yg pimpin kn gerombol jokowi,lah semua skrg yg jadi pimpinan di kok kn gerombolannya Jokowi
Politik / SARA / Labeling,iran balas dendam indonesia,IRAN BALAS DENDAM KE INDONESIA
Politik / SARA / Labeling,jilid segera,98 jilid 3 segeralah
Politik / SARA / Labeling,pedofil gay si donald trump,PEDOFIL DAN GAY SI DONALD TRUMP
Politik / SARA / Labeling,layak lengser,Sudah selayaknya dilengserkan
Politik / SARA / Labeling,negara teluk bodoh tolol,Negara² teluk bodoh dan tolol
Politik / SARA / Labeling,tunggu jwbn hukum parcok sangka,Lagi menunggu jwbn hukum Parcok jadi tersangka
Politik / SARA / Labeling,hancur aset amerika,Untuk menghancurkan aset Amerika
Politik / SARA / Labeling,dangkal ilmu sanjung ikut,Akan datang suatu masa orang dangkal ilmunya di sanjung dan diikuti 
Politik / SARA / Labeling,hancur iran,DAN DIA HANCUR DI IRAN
Politik / SARA / Labeling,bom cari bokong onta bro huaaaa haasa,Bom nya lagi cari bokong onta bro huaaaa haasa
Politik / SARA / Labeling,basically sandang pangan papan aman fasilitas negara tinggal mikir majuin negara klo fomo pick me kirim aja selat hormuz ajar nunggang onta ngangon kebo moga nalar terbonta buka survive alam,"Basically  Sandang, pangan, papan aman difasilitasi negara, tinggal mikir buat majuin negara

Klo masih juga FOMO & Pick Me
Kirim aja ke selat Hormuz, 
belajar nunggang onta sambil ngangon kebo, semoga nalar para ""Terbonta"" kebuka buat survive dialamnya sendiri "
Politik / SARA / Labeling,nunggang onta,nunggang onta lagi
Politik / SARA / Labeling,yesus kati mesjid yesus sholat yesus aja doa sujud batu tangan lipat yesus bilang ga makan babi yesus ga muncul janji muncul janji ga sok kenal yesus kadrun onta,Kapan Yesus memberkati mesjid? Kapan Yesus melakukan sholat? Yesus Aja berdoa sujud di atas batu dan tangannya dilipat. Kapan Yesus bilang ga makan babi? Yesus ga muncul di perjanjian lama. Dia muncul di perjanjian baru. Jadi ga usah sok kenal Yesus ya kadrun onta.  
Politik / SARA / Labeling,yesus ga makan onta minum pipis onta haram taurat lu halal onta wkwkwkw ngedabrus emang islam mamad abad,Tapi Yesus ga makan onta apalagi minum pipis onta karena itu haram di taurat. Kok lu halal onta? Wkwkwkw ngedabrus emang Islam Mamad abad 7 
Politik / SARA / Labeling,allah ma dakar ma onta,Allah ma dakar ma onta
Politik / SARA / Labeling,wahabi salafikir syiah taik onta belah,Wahabi SALAFIKIR dan syiah bagai taik onta dibelah dua 
Politik / SARA / Labeling,bicara tauhid ngak faham tauhid gaya tauhid tauhid kau pikir murtad tauhid dasar ngopimu kaum onta islam nusantara leluhur tauhid tolol murtad murnitauhid dasar goblok,"Bicara tauhid tapi ngak faham tauhid 

Gayanya saja bertauhid tapi masih jauh dari tauhid 

Kau pikir MURTAD itu tidak bertauhid dasar ngopimu kurang jauh kaum onta  

Sebelum Islam masuk ke Nusantara itu leluhur sudah bertauhid tolol 

MURTAD:  MURNITAUHID 

DASAR GOBLOK"
Politik / SARA / Labeling,rusak grobolan lo grombolan cing onta anak abah pandai ber bicara ngak,Yang rusak itu grobolan lo grombolan kecing onta anak Abah yang hanya pandai ber bicara tapi ngak bisa kerja 
Politik / SARA / Labeling,jarang liat updatean sekalianya beliaw dah punuk aja kek onta,"Jarang liat updatean, sekalianya lewat beliaw dah punya punuk aja kek onta"
Politik / SARA / Labeling,besok lu naek onta aja blok budaya teknologi kembang lu stunting pikir,"besok lu kerja naek onta aja blok. 

budaya dan teknologi berkembang lu masih stunting pemikiran."
Politik / SARA / Labeling,kaum onta otak udang wahabi dajjal jilat oten pesek,"Kaum onta, Otak udang, wahabi dajjal, penjilat Oten Pesek"
Politik / SARA / Labeling,onta um,Sekalian sama onta bisa um?
Politik / SARA / Labeling,onta lubang jarum gw percaya tuh anak lulus murni,Sampai onta masuk lubang jarum pun gw g percaya tuh anak lulus murni.
Politik / SARA / Labeling,air minum kasih botol ukur ml gue yg kaya onta sempet dehidrasi wkwk untung bawa tumbler jafi isi ulang lobby resto wkwk,"Sama air minum cuma dikasih 2 botol seukuran 330 mL

Gue yg kaya onta sempet dehidrasi wkwk
Untungnya selalu bawa tumbler jafi isi ulang di lobby dan resto wkwk"
Politik / SARA / Labeling,agama yg bawa prettt begt laki kadrun,Agama yg dibawa2 prettt selalu begt laki2 kadrun !
Politik / SARA / Labeling,kadrun kalo aslinasibnya kadrun prihatin,Kadrun pasti yakin kalo ini asli...nasibnya kadrun memprihatinkan
Politik / SARA / Labeling,kadrun konoha paham ngak,Kadrun Konoha  ?! Paham ngak ?
Politik / SARA / Labeling,sejarah agama guna jilbab tanda perempuan merdeka budak karna tutup aurat wkwk gatau ide jilbab sbg tutup aurat ayat aja gada kadrun,"dalam sejarah  agamamu penggunaan jilbab hanya digunakan tanda para perempuan merdeka saat itu dengan para budak, bukan karna menutup aurat wkwk, gatau ide siapa itu jilbab dikatakan sbg penutup aurat ayatnya aja gada kadrun"
Politik / SARA / Labeling,sok sok kemanusian ngedukung cmn karna landas agama najis liat netizen indo playing victim yg dukung invasi houthi hizbullah israel dsr kadrun,"sok sok kemanusian ,ngedukung  cmn karna berlandaskan seagama najis liat netizen indo playing victim yg mendukung semua invasi macam houthi hizbullah israel , dsr kadrun"
Politik / SARA / Labeling,yesus doa sujud dengkul tangan lipat atas batu sujud nama sholat lu aja muncul kristen ortodoks muncul duluan doa sujud wkwkwk emang hama lu kadrun,Yesus berdoa bersujud dengan dengkul dan tangan dilipat diatas batu. Nah itu sujud apa namanya? Sholat? Lu aja muncul setelah kristen ortodoks muncul duluan dengan doa bersujud. Wkwkwk emang hama lu kadrun.
Politik / SARA / Labeling,video beirut akibat serang udara israel kadrun klaim israel alami tragedi buruk bwahahahha,Video di Beirut akibat serangan udara Israel  kadrun klaim Israel mengalami tragedi terburuk. Bwahahahha
Politik / SARA / Labeling,kadrun unfaedah,kadrun unfaedah
Politik / SARA / Labeling,iyaa taikpaham,Iyaa TAIK..PAHAM !!!!!!
Politik / SARA / Labeling,syarat utama kadrun dungu,Itulah sebabnya mengapa syarat utama untuk menjadi kadrun harus dungu
Politik / SARA / Labeling,kasihan kadrun konoha dungu no limit,Kasihan kadrun Konoha? Kedunguan no limit
Politik / SARA / Labeling,rakyat kadrun doang,Rakyat kadrun doang 
Politik / SARA / Labeling,hey anak abah yg kadrun dunia luas tipu branding abah abah aja udah aneh kuasa yakin menang wkwkwkwk,"Hey anak abah yg kadrun, dunia ini luas, ketipu branding abah abahan aja udah aneh, kuasailah x yakinlah kalian akan menang wkwkwkwk"
Politik / SARA / Labeling,kalo msh putra pribumi ngapain pilih kadrun,Kalo msh banyak putra pribumi ngapain pilih kadrun
Politik / SARA / Labeling,fetish labeling kadrun kampret topik sembah anies,Kok bisa ya punya fetish labeling yang dulu kadrun kampret sekarang malah jadi topik penyembahan anies?
Politik / SARA / Labeling,kl mrk pergi tuh kadrun dudukin aja trus masjid luas biar nyaman,Kl mrk pergi tuh kadrun dudukin aja trus masjidnya di perluas biar bisa nyaman
Politik / SARA / Labeling,kalo ga panggil kafir tinggal baca syahadat,Kalo ga mau dipanggil kafir ya tinggal baca syahadat.
Politik / SARA / Labeling,tanah kaum nabi musa as yg iman zionis israel yg kafir mustahil allah tuhan nabi musa as tanah tsb kpd bani israel yg kafir kpd nabi musa as,"Tanah itu diberikan bagi kaum nabi musa as yg beriman bukan zionis israel yg kafir, mustahil Allah Tuhannya nabi musa as memberi tanah tsb kpd bani israel yg kafir kpd nabi musa as."
Politik / SARA / Labeling,dompala kafir harbi ragebait ndak heran ana incar sampe bunuh sampe mampus tunggu azab tuhan masih agnostik yah hahahaha,"Dompala + Kafir Harbi + Ragebait. Ndak heran lagi kenapa ana mau incar kamu sampe kubunuh sampe mampus  Tunggu ya Azab Tuhan, Sementara, kita masih² Agnostik yah. HAHAHAHA"
Politik / SARA / Labeling,oooohmungkin anggap kafir muslim sejati aku allah satu tuhan yg hak sembah aku muhammad utus tuhan marah anggap kafir muslim sejati aku islam,"Ooooh...mungkin anda tidak mau dianggap kafir oleh muslim karena sejatinya anda mengakui BAHWA ALLAH SATU² NYA TUHAN YG BERHAK DISEMBAH DAN ANDA MENGAKUI MUHAMMAD ADALAH UTUSAN TUHAN...
Makanya anda marah dianggap kafir oleh muslim karena sejatinya ANDA MENGAKUI ISLAM ITU BENAR."
Politik / SARA / Labeling,tanya legitimasi opini pantes ngatain kafir sila refleks,Itu juga yang ingin kutanyakan apakah dengan melegitimasi opinimu kamu pantes ngatain orang kafir? Sila berefleksi
Politik / SARA / Labeling,saudara dlu murtad gerwani islam ktp gak ngaji pindah ktolk bible bhs indonesia gak hafal mati dlm kafir anak islam cucu alhamdulillah taat islam,"Saudara saya dlu murtad, karena ikut Gerwani, Islam KTP gak bisa ngaji, pindah K*tol*k karena dikira hanya bible saja, bhs Indonesia gak perlu banyak hafalan. Mati dlm keadaan kafir, tapi semua anaknya masuk Islam se cucu2nya, Alhamdulillah taat semuanya di Islam."
Politik / SARA / Labeling,kafir agama,""" Kafir "" adalah bukan suatu agama !"
Politik / SARA / Labeling,poligami salahin zina normalisasi kocak loe kafir,"Poligami di salahin...
Zina di normalisasi, 
Kocak loe kafir..."
Politik / SARA / Labeling,tau si kafir,Tau apa si kafir 
Politik / SARA / Labeling,otak kafir badut minor gak waras yesus aku utus tuhan oten koplok tuhan zeus,"100000% OTAK KAFIR BADUT MINOR GAK BAKAL WARAS

YESUS MENGAKU UTUSAN TUHANNYA... oten koplok MENUHANKAN ZEUS"
Politik / SARA / Labeling,inti apa yg berita org kafir jgn percaya tolong yg islam pintar dikit,Intinya apapun yg diberitakan org kafir kalian jgn percaya ya. Tolong yg islam pintar dikit
Politik / SARA / Labeling,apa yg berita kafir jgn percaya dajjal ygvnyata,Apapun yg diberitakan kafir jgn percaya. Mereka dajjal ygvnyata
Politik / SARA / Labeling,apa yg berita kafir jgn percaya,Apapun yg diberitakan kafir jgn percaya ya
Politik / SARA / Labeling,indonesia mayoritas muslim negara pancasila bhinneka tunggal ika masyarakat islam tunggal agama resmi percaya nonmuslim pluralisme fakta konstitusi label kafir publik diskriminatif rusak rukun,"Indonesia mayoritas Muslim (~87%), tapi tetap negara Pancasila & Bhinneka Tunggal Ika, bukan ""masyarakat Islam"" tunggal. Ada 6 agama resmi + kepercayaan, 13%+ non-Muslim.

Pluralisme itu fakta konstitusi. Label ""kafir"" di publik tetap diskriminatif & merusak kerukunan."
Politik / SARA / Labeling,jgn pancing goblok yg aq mlas liat org islam yg tolol poster berita jd si kafir edit poster pancing islam yg tolol ngamuk hrs santai ngadapin manusia sembah bangke,Jgn terpancinglah goblok. Inilah yg aq mlas liat org islam banyak x yg tolol. Itu poster bukan berita. Jd si kafir ini buat edit poster supaya pancing islam² yg tolol ngamuk2. Kita hrs santai ngadapin manusia penyembah bangke
Politik / SARA / Labeling,gampang utk islam kaum atheis sengaja pindah dunia spy dunia kenal islam dgn damai dgn senjata beda kelas klu kafir hrs pake senjata maksa org jd kristen tp klu islam pindah hidup seorg muslim,Gampang x jawabnya ya JELAS UTK MENGISLAMKAN KAUM ATHEIS. Kami sengaja pindah ke seluruh dunia spy dunia kenal islam dgn perdamaian. Bukan dgn senjata. Kan beda kelas. Klu kafir hrs pake senjata dan maksa org jd Kristen. Tp klu islam cukup pindah dan hidup sebagai seorg muslim.
Politik / SARA / Labeling,islamphobia label murah nutupin kritik tolak kafir lempar nonmuslim publik hina terang bodoh bodoh bela diskriminatif klaim toleran ganggu jiwa mu ketidakmampuan hadap fakta,"""Islamphobia"" cuma label murahan buat nutupin kritik. Aku tolak ""kafir"" dilempar ke non-Muslim di publik karena itu hinaan terang2an, bukan kebodohan. Yang bodoh justru bela kata diskriminatif sambil klaim toleran. Gangguan jiwa mu dari ketidakmampuan hadapi fakta, bukan aku"
Politik / SARA / Labeling,eh kafir minor knl lu keluarin siboti pantat anget diusbol,"EH KAFIR MINOR 
@Bandit_Elon
  ... KNL LU KELUARIN, ITU SIBOTI 
@Cl0pidogrel
  PANTATNYA ANGET MINTA DIUSBOL "
Politik / SARA / Labeling,hati hati kafir kafirin perang iran israel absurd udah suka duluan syiah,"dia berhati hati kok soal kafir kafirin, tapi soal perang iran israel dia sepertinya absurd karena udah tidak suka duluan sama  syiah"
Politik / SARA / Labeling,goblok kau dul berita poster yg edit sensiri kapir hadoh jgn kyk buih laut,Goblok kau dul. Itu bukan berita. Itu poster yg di edit sensiri sama kapir. Hadoh jgn kyk buih di lautan lah
Politik / SARA / Labeling,astagaaaa liarnyaaa gue kapir aja umur hidup gapernah loh,astagaaaa liarnyaaa  gue yang kapir aja seumur hidup gapernah begitu loh
Politik / SARA / Labeling,berani kapir lawan negara kuat jg keroyokan kalo lawan tanding berani sembunyisembunyi liat aja tuh sejarah,"Mana berani orang kapir melawan negara kuat itu jg keroyokan 
Kalo melawan yang bukan tandingan baru berani atau sembunyi-sembunyi 
Liat aja tuh sejarah dari dulu sampai sekarang juga begitu."
Politik / SARA / Labeling,pimpin lgbt musuh islam ratarata islam halang kalo kapir tuju lgbt bagai negara eropa mangkanya pilih dukung,"Pasti pemimpin lgbt, karena yang memusuhi islam rata-rata karena islam  penghalang bagi mereka.
Kalo kapir sudah disetujui LGBT diberbagai negara Eropa, mangkanya mereka lebih memilih dukung mereka."
Politik / SARA / Labeling,iblis sombong istimewapadahal iblis tuhan cipta langit bumi rela sesat manusia tani neraka kelak org kapir uji batas beda dgn muslim tiada iblis henti goda,"Kenapa iblis sombong? Karena dia merasa istimewa,padahal iblis sudah melihat tuhan pencipta langit dan bumi tapi dia rela menyesatkan manusia agar bisa menemani di neraka kelak.

Org kapir ujiannya terbatas, beda dgn muslim sampai tiada baru iblis berhenti menggoda."
Politik / SARA / Labeling,islam gak peduli dgn sejarah agama kristen krn mulut kapir suka cerita yg salah ttg nabi suka fitnah nabi tuhan bhw nama nabi bersih krn amal contoh muslim,"Sebenarnya Islam gak begitu peduli dgn sejarah agama kristen, krn buat apa ya bagi kami ? 

Tapi mulut2 kapir ini suka cerita yg salah ttg para Nabi & suka memfitnah para Nabi. Tuhan menginginkan bhw nama para Nabi itu DIBERSIHKAN, krn sebagian amalnya dicontoh oleh muslim."
Politik / SARA / Labeling,jajah kapir israel,Penjajah kapir israel.
Politik / SARA / Labeling,fola pikir penghianat bangsa utk penting jajah kapir amerika israel yg kuasa sumber daya iran dg kibi tipu muncul org yg pro barat yg boneka,"Itu fola pikir penghianat bangsanya sendiri utk kepentingan penjajah kapir amerika israel yg ingin menguasai sumber daya Iran, dg kibi2 dan tipu2, maka dimunculkanlah org2 yg pro barat yg ingin jadi bonekanya.."
Politik / SARA / Labeling,indonesia rusak jajah bangsa asing kapir rusak jajah bangsa iman agama sistematis harap rakyat sempat akses saing manfaat milu,"Indonesia itu sebenarnya bukan dirusak dan dijajah oleh bangsa asing yang kapir, tapi dirusak dan dijajah oleh bangsa sendiri seiman seagama secara sistematis. Harapannya supaya rakyat bawah tidak punya kesempatan dan akses menyaingi mereka dan bisa dimanfaatkan untuk pemilu."
Politik / SARA / Labeling,napa cape gitu harus ngangkang ama ga pake sempak waktu tidur emang olahraga kapir iman,Mereka napa cape2 gitu? Kan cuma diharuskan ngangkang ama ga pake sempak waktu tidur? Emang olahraga kapir membuat tidak beriman
Politik / SARA / Labeling,kapir jgn debat diemin aja ntr neraka,Kapir jgn di debat percuma diemin aja ntr juga ke neraka
Politik / SARA / Labeling,untung aja ga ganti tanker indonesia sita iran agen mossad lokal indo dul wahab wahabi teriak iran syiah kapir bla bla bla bla,Untung aja cuma ga boleh lewat ! Kalau gantian tanker Indonesia di sita Iran bagaimana? Pasti agen Mossad lokal indo dul wahab wahabi teriak Iran syiah kapir bla bla bla bla....
Politik / SARA / Labeling,kau dukung kapir jajah as israel,Kau pendukung kapir penjajah as israel ya?
Politik / SARA / Labeling,fola jajah kapir a kejam licik tipu,"Fola2 penjajah kapir ýa seperti itu, kejam , licik dan menipu.."
Politik / SARA / Labeling,bani saud yg serang bantai yaman utk penting jajah kapir as israel,Bukannya bani saud yg menyerang dan membantai Yaman utk kepentingan penjajah kapir as israel?..
Politik / SARA / Labeling,propaganda jajah kapir as israel kaum munafik memutarbalikkan faktadan adu domba umat islam waspada umat islam akun isi beda dg sampul,"Propaganda penjajah kapir as israel dan kaum munafik sedang memutarbalikkan fakta,dan adu domba umat Islam.. waspadalah Umat Islam akun ini isi berbeda dg sampulnya.."
Politik / SARA / Labeling,bantu merdeka palestine usir jajah kapir israel amerika palestine timur tengah iran hizbullah hamas yaman indonesia usir jajah kapir belanda,"Membantu kemerdekaan Palestine adalah dengan mengusir penjajah kapir israel amerika dari palestine dan timur tengah sebagaimana dilakukan Iran, hizbullah, hamas ,yaman.. sebagaimana Indonesia mengusir penjajah kapir belanda dulu.."
Politik / SARA / Labeling,emang kalo komunis bwang,Emang kalo komunis kenapa bwang
Politik / SARA / Labeling,ho oh sop komunispki kalah argumen serang pribadi,"ho oh, SOP komunis/pki , kalah argumen serang pribadi"
Politik / SARA / Labeling,dasar kucing komunis koreksi,dasar kucing komunisku koreksi
Politik / SARA / Labeling,salah cina rakyat hasil ev tp populasi cina banget jd yg blm ganti ev jg msh industri cina raksasa jd butuh minyak transportasi bahan baku dll dikit komunis ckckck,"salah besar, Cina rakyatnya baru +/- 50% yang berhasil ke EV, kelihatannya besar tp populasi cina itu besar banget, jd yg blm ganti ke EV itu jg msh banyak, industri cina itu raksasa jd butuh minyak nya besar (transportasi, bahan baku dll). bukan dikit2 komunis... ckckck"
Politik / SARA / Labeling,negara udh konversi listrik aman coba data konsumsi bbm china alas impor bbm iran china tingkat rakyat iya pakai listrik jabat perintah china yg komunis ga tindak mobil mewah bensin,"Jangan mengira negara udh konversi ke listrik itu aman. Coba lihat data konsumsi BBM china per hari, dan alasan impor BBM dari Iran ke China terus meningkat. Rakyat iya pakai listrik sedangkan pejabat pemerintah china yg dekat komunis. Ga ada tindakan. Malah mobil mewah bensin."
Politik / SARA / Labeling,andan og akal kapitalis tp blokees seko negara komunis sih,Andani og akal2an kapitalis (tp blokees seko negara komunis sih)
Politik / SARA / Labeling,haduh nyata komunis indonesia serang agama lo coba baca sejarah kejam lo banyak nonton tiktok doyan nonton video klip pendek bela komunis aduh kasihan,"Haduh.. kenyataan mereka komunis di Indonesia menyerang semua agama.
Lo coba baca sejarah kekejaman mereka. 
Lo kebanyakan nonton tiktok atau doyan nonton video klip pendek bela komunis 

Aduh... Kasihan sekali"
Politik / SARA / Labeling,watak komunisbila kalah gagas nyerang pribadiserahkan yg tdk tidur dng terangdan balas dng keras,Itulah watak komunis...bila kalah gagasan dia nyerang pribadi...serahkan padaNya yg tdk pernah tidur namun melihat dng terang!!!dan membalas dng sangat keras...
Politik / SARA / Labeling,mao anggap tokoh jasa china nanamin basis struktur masyarakat komunis china emang struktur masyarakat beranta coba aja lu china lu katain mao katain deng liat reaksi,"Mao dianggap jadi tokoh paling berjasa untuk china, karena dia yang pertama nanamin basis struktur masyarakat komunis, china bisa seperti sekarang emang bisa kalau struktur masyarakatnya berantakan? Coba aja lu ke china, lu katain mao, terus katain deng.. liat reaksi mereka.."
Politik / SARA / Labeling,tolol indonesia gandeng usaha usa udah percaya teknologi nuklir udah riset teknologi tinggi udah uji layak dihandle usaha usa banding vietnam otoriter tutup komunis salah pikir,"Tolol, makanya Indonesia gandeng perusahaan USA, karena udah terpercaya diteknologi nuklir, udah riset, punya teknologi tinggi, udah uji kelayakan, & semuanya dihandle perusahaan USA tersebut, kok dibandingkan dengan Vietnam yang otoriter tertutup dan komunis, kesalahan berpikir"
Politik / SARA / Labeling,partai islam bubarin munculah isu komunis propaganda amerika komunis hal amerika iran,"Makanya semua partai islam di bubarin dan munculah isu komunis , propaganda amerika dengan komunis sama halnya amerika ke iran"
Politik / SARA / Labeling,kiri gak hubung lgbt mao zedong komunis china menjarain lgbt kayak lo ngoceh asbun,"Kiri gak ada hubungannya sama LGBT, Mao Zedong bapak komunis China menjarain banyak orang LGBT kayak lo, kalau ngoceh jangan asbun."
Politik / SARA / Labeling,kalo bocah komunis hell treat you left,kalo bocahnya komunis he'll treat you left
Politik / SARA / Labeling,dasar gua curiga arsitek reformasi dukung ditunggangin kgb komunispki gaya yg balas dendam kpd harto yg tumpas pki momentum balas dendam luas tahun rezim mulyono yg bina solo basis pki,"Atas dasar itu semua, gua curiga ""arsitek"" Reformasi'98 itu didukung atau ""ditunggangin"" oleh ""KGB"" (Komunis/PKI Gaya Baru) yg balas dendam kpd pak Harto yg menumpas PKI.
Dan dapat momentum balas dendam se-luas2nya 10 tahun rezim ""Mulyono"" yg dibina sejak dari Solo (basis PKI ?)."
Politik / SARA / Labeling,hidup taro buka tolak stalin kaum stalinis spanyol tahap partai komunis antistalinis poum,"Di masa hidupnya, Taro meskipun tidak pernah secara terbuka menolak Stalin dan kaum Stalinis di Spanyol, ia secara bertahap menjadi lebih dekat dengan partai komunis anti-Stalinis POUM."
